,Bed,Bath,m²,Price,Address,Property_type,New_build,Page
278,3,3,161.0,1700000,"Apartment 12, Glaunsharoon, Donnybrook, Dublin 4",Apartment,no,13
279,4,3,135.0,389000,"6 Oakfield, Raheen, Co. Limerick",Semi-D,no,13
280,4,4,175.0,975000,"Dunamase, Dunamase, Old Frankfort, Dundrum Road, Dublin 14",Detached,no,14
281,4,3,124.0,240000,"53 Manorfield, Kinnegad, Co. Westmeath",Semi-D,no,14
282,4,3,140.0,895000,"7 Hampton Park, Saint Helen's Wood, Booterstown, Co. Dublin",Semi-D,no,14
283,7,3,324.0,399000,"37 Great William O'Brien Street, Blackpool, Co. Cork",Terrace,no,14
284,4,3,120.0,255000,"134 Palace Fields, Tuam, Co. Galway",Semi-D,no,14
285,5,3,167.0,Price on Application,"Dernaferst, Lough Gowna, Co. Cavan",Detached,no,14
286,4,5,320.0,1500000,"KELLISTOWN STUD, Kellistown Stud, Kellistown, Co. Carlow",Detached,no,14
287,3,3,92.0,315000,"10 Castlelyon Avenue, Newcastle, Co. Dublin",Semi-D,no,14
288,5,3,170.0,1100000,"Lohengrin, 13 Charleville, Churchtown, Dublin 14",Detached,no,14
289,5,3,,370000,"Knockagolig, Liscarrol, Co. Cork",Detached,no,14
290,3,2,163.0,875000,"Apartment 6, The Yew, Carysfort Hall, Blackrock, Co. Dublin",Duplex,no,14
291,5,3,176.0,445000,"Lizlee, Model Farm Road, Co. Cork",Detached,no,14
292,3,2,90.0,735000,"16 Arbutus Place, Lombard Street West, Dublin 8",Terrace,no,14
293,5,5,313.0,675000,"Grianan, Dunmanway Road, Bandon, Co. Cork",Detached,no,14
294,4,3,122.0,365000,"60 Rose Hill, Wicklow Town, Co. Wicklow",Detached,no,14
295,3,1,93.0,280000,"Aucloggeen, Claregalway, Co. Galway",Detached,no,14
296,3,3,113.0,345000,"30 Waterville Row, Blanchardstown, Dublin 15",Apartment,no,14
297,2,3,82.0,310000,"6 The Close, Maryborough Ridge, Douglas, Co. Cork",Terrace,no,14
298,3,1,69.0,280000,"75 Castle Park, Tallaght, Dublin 24",Terrace,no,14
299,2,2,76.0,395000,"56 The Crescent, Carrickmines Manor, Carrickmines, Dublin 18",Apartment,no,14
300,4,2,143.0,595000,"Trenton, 27 Loreto Park, Douglas, Co. Cork",Semi-D,no,15
301,2,3,82.0,310000,"6 The Close, Maryborough Ridge, Douglas, Co. Cork",Terrace,no,15
302,4,3,107.0,239000,"16 The Laurels, Woodtown Lodge, Sligo, Co. Sligo",Semi-D,no,15
303,4,2,70.0,199000,"46 Martin Savage Terrace, Sligo, Co. Sligo",Terrace,no,15
304,2,1,69.0,145000,"Apartment 19, Bridgeview Court, Waterford City, Co. Waterford",Apartment,no,15
305,4,4,149.0,375000,"3 Beech Grove, Castlepark, Mallow, Co. Cork",Detached,no,15
306,3,3,96.0,345000,"18 Ardkeale, Mount Oval Village, Rochestown, Co. Cork",End of Terrace,no,15
307,7,2,191.0,585000,"Saint Anne's, Priests Road, Tramore, Co. Waterford",Detached,no,15
308,4,4,,695000,"Fermain, Golf Road, Rush, Co. Dublin",Detached,no,15
309,4,3,,570000,"Dreenacknow House, Dreenacknow, P75HD21, Bantry, Co. Cork",Detached,no,15
310,4,2,126.0,975000,"8 Castleview Park, Dublin Road, Malahide, Co. Dublin",Semi-D,no,15
311,3,2,87.0,210000,"12 Lakeview Court, Pennyfeather Way, Kilkenny, Co. Kilkenny",End of Terrace,no,15
312,5,4,325.0,775000,"22 Otteran Place, South Parade, Waterford City, Co. Waterford",Terrace,no,15
313,4,3,200.0,670000,"Barronsland, Bennettsbridge, Co. Kilkenny",Detached,no,15
314,6,4,413.0,665000,"Parkboy, Ballyroe, Tralee, Co. Kerry",Detached,no,15
315,4,2,125.0,415000,"81 Saunders Lane, Rathnew, Co. Wicklow",Semi-D,no,15
316,3,1,,Price on Application,"Crossdoney Road, Ballinagh, Co. Cavan",Detached,no,15
317,4,2,,450000,"Kildromalive Adrigole, Beara, Co. Cork",Detached,no,15
318,4,3,,350000,"Gratton Lodge, Aghaboy, Ennybegs, Co. Longford",Detached,no,15
319,2,2,80.0,465000,"Apartment 6, The Spinnaker, The Crescent, Malahide, Co. Dublin",Apartment,no,15
320,4,2,170.0,850000,"3 Malone Gardens, Sandymount, Dublin 4",End of Terrace,no,16
321,4,1,162.0,1250000,"51 Saint Helen's Road, Booterstown, Co. Dublin",Semi-D,no,16
322,3,1,98.0,450000,"13 Brookwood Crescent, Artane, Dublin 5",Semi-D,no,16
323,3,3,97.0,590000,"Apartment 2 Block J, Hanover Riverside, Forbes Street, Grand Canal Dock, Dublin 2",Apartment,no,16
324,4,4,299.0,1000000,"142 Drumnigh Wood, Portmarnock, Co. Dublin",Detached,no,16
325,4,2,112.0,295000,"14 Hazel Brooke, Spa Glen, Mallow, Co. Cork",Detached,no,16
326,3,3,92.0,370000,"2 Louisa Court, Crawford Gate, Blackrock, Co. Cork",Terrace,no,16
327,4,2,,440000,"134 Ballygall Parade, Finglas East, Finglas, Dublin 11",End of Terrace,no,16
328,4,3,200.0,395000,"Carrowmore, Woodlawn, Ballinasloe, Co. Galway",Detached,no,16
329,3,3,94.0,199000,"162 Rusheen Árd, Caltragh, Sligo, Co. Sligo",End of Terrace,no,16
330,5,4,207.0,799950,"Stonegate, Garadice, Kilcock, Co. Meath",Detached,no,16
331,3,1,,195000,"9 Cluain Mhuire, Goresbridge, Co. Kilkenny",Semi-D,no,16
332,3,1,,Price on Application,"Castlefarm, Dunmore, Co. Galway",Bungalow,no,16
333,5,3,298.0,975000,"Rosanna House, Rosanna, Lee Road",Detached,no,16
334,3,2,146.0,175000,"Caim, Enniscorthy, Co. Wexford",Bungalow,no,16
335,3,1,86.0,285000,"106 Cedardale, Ballincollig, Co. Cork",Detached,no,16
336,3,1,78.0,269000,"37 Glencurrig, South Douglas Road, Douglas, Co. Cork",Terrace,no,16
337,5,4,366.0,525000,"Shanlyre House, Tinegeragh, Watergrasshill, Co. Cork",Detached,no,16
338,3,2,,519950,"406b Clonard Road, Kimmage, Dublin 12",Terrace,no,16
339,4,2,131.0,450000,"Inagh, 12 The Grove, Shanakiel, Co. Cork",Detached,no,16
340,3,2,135.0,270000,"10 Orchard Drive, Portarlington, Co. Laois",Detached,no,17
341,6,6,539.0,4600000,"Baile An Mhota, Kerrymount Avenue, Foxrock, Dublin 18",Detached,no,17
342,4,3,175.0,335000,"The Gables, Dranagh, St. Mullins, Co. Carlow",Detached,no,17
343,3,1,102.0,395000,"48 The Way, Ledwill Park, Kilcock, Co. Kildare",End of Terrace,no,17
344,5,3,204.0,375000,"Castlewarren, Castlewarren, Co. Kilkenny",Detached,no,17
345,5,5,236.0,390000,"Tullyagan, Mountnugent, Co. Cavan",Detached,no,17
346,3,1,100.0,399000,"72 Shantalla Drive, Beaumont, Beaumont, Dublin 9",End of Terrace,no,17
347,2,1,110.0,595000,"3 St. Peter's Avenue, Phibsborough, Dublin 7",Terrace,no,17
348,2,1,54.0,425000,"24A Mount Pleasant Avenue Lower, Ranelagh, Dublin 6",Semi-D,no,17
349,2,2,73.0,265000,"40 Cherry Lawn, Church Road, Blackrock, Co. Cork",Terrace,no,17
350,3,1,96.0,445000,"21 Saint Brigid's Road Lower, Drumcondra, Dublin 9",Terrace,no,17
351,3,2,89.0,370000,"70 Forestwood Avenue, Santry Avenue, Santry, Dublin 9",Terrace,no,17
352,3,3,86.0,315000,"23 The Brambles, Pembroke Wood, Passage West, Co. Cork",Semi-D,no,17
353,2,1,44.0,Price on Application,"21E Woodlands Villas, Birr, Co. Offaly",Detached,no,17
354,5,2,156.0,230000,"Abbeyquarter, Ballyhaunis, Co. Mayo",Detached,no,17
355,5,4,389.0,699000,"Ardnurcher Glebe, Horseleap, Kilbeggan, Co. Westmeath",Detached,no,17
356,4,2,239.0,995000,"66 Offington Lawn, Sutton, Sutton, Dublin 13",Detached,no,17
357,5,2,,295000,"Mooreville, Rathdowney, Co. Laois",Detached,no,17
358,5,6,475.0,Price on Application,"Glebewood, Glebe Lane, Ratoath, Co. Meath",Detached,no,17
359,3,1,,295000,"Auburn, Pearse Road, Sligo, Co. Sligo",Bungalow,no,17
360,4,3,,595000,"6 Riverwood Dale, Castleknock, Dublin 15",Semi-D,no,18
361,5,4,317.0,850000,"Gryphon House, Cullen, Riverstick, Kinsale, Co. Cork",Detached,no,18
362,3,2,116.0,455000,"27 Windmill Avenue, Swords, Co. Dublin",Semi-D,no,18
363,3,3,93.0,330000,"24 The Grove, Liffey Hall, Newbridge, Co. Kildare",Semi-D,no,18
364,4,2,96.0,245000,"4 Rock Cottages, Commons Road, Cork City, Co. Cork",End of Terrace,no,18
365,4,3,125.0,599000,"10 Huxley Crescent, Cork Street, The Coombe, Dublin 8",Semi-D,no,18
366,4,2,170.0,199000,"Ounavarra,  Cornakill, Kingscourt, Co. Cavan",Detached,no,18
367,3,1,89.0,260000,"38 Assumption Place, Kilkenny, Co. Kilkenny",Terrace,no,18
368,4,2,137.0,395000,"3 Dara Park, Kildare, Co. Kildare",Detached,no,18
369,4,3,210.0,350000,"Lismacanican, Mountnugent, Co. Cavan",Detached,no,18
370,4,3,152.0,925000,"Orston, Orston, Dundrum Road, Dundrum, Dublin 14",Semi-D,no,18
371,5,4,228.0,435000,"Hunters Lodge, Newmarket, Co. Kilkenny",Detached,no,18
372,4,3,161.0,725000,"75 Furry Park Road, Killester, Dublin 5",End of Terrace,no,18
373,4,2,153.0,975000,"120 Ard Na Mara, Malahide, Co. Dublin",Detached,no,18
374,5,3,200.0,1600000,"37 The Old Golf Links, Malahide, Co. Dublin",Detached,no,18
375,5,4,279.0,645000,"Taylors Cross, Banagher, Co. Offaly",Detached,no,18
376,4,4,195.0,650000,"Tullagreen, Passage Road, Waterford",Semi-D,no,18
377,5,5,385.0,3500000,"2 Bayswater Terrace, Sandycove, Co. Dublin",Terrace,no,18
378,4,1,104.0,250000,"Church Road, Midleton, Co. Cork",Terrace,no,18
379,2,2,70.0,195000,"16 Main Street, Rostellan, Co. Cork",Townhouse,no,18
380,2,2,70.0,195000,"16 Main Street, Rostellan, Co. Cork",Townhouse,no,19
381,4,4,193.0,525000,"1 Coolflugh, Tower, Blarney, Co. Cork",Detached,no,19
382,4,4,180.0,425000,"Inchacooly, Monasterevin, Co. Kildare",Detached,no,19
383,5,2,176.0,545000,"Tonamo, 10 Munster Street, Dublin 7",Terrace,no,19
384,6,4,368.0,2475000,"Belgrave Lodge, 1 Belgrave Terrace, Monkstown, Co. Dublin",End of Terrace,no,19
385,5,5,315.0,1250000,"The Orchard Field, Curraleigh, Inniscarra, Co. Cork",Detached,no,19
386,2,2,,315000,"3 Convent VIew Cottages, Cabra, Dublin 7",Detached,no,19
387,3,4,249.0,760000,"77 Ballintyre Grove, Ballinteer, Dublin 16",Apartment,no,19
388,5,3,187.0,450000,"Wilton, Bree, Co. Wexford",Detached,no,19
389,3,1,118.0,Price on Application,"Clonkelly, Birr, Co. Offaly",Detached,no,19
390,3,1,104.0,250000,"28 Saint Joseph's Park, The Lough, Glasheen, Co. Cork",Semi-D,no,19
391,2,1,62.0,305000,"Apartment 7, Valencia House, North Circular Road, Dublin 7",Apartment,no,19
392,3,2,,340000,"3 Spring Road, Riverway, Douglas, Co. Cork",Semi-D,no,19
393,6,7,282.0,430000,"Killoughter, Redhills, Co. Cavan",Detached,no,19
394,4,3,,340000,"48 Grand Priory, Kells, Co. Meath",Detached,no,19
395,4,1,,Price on Application,"Aughakilmore, Bunlahy, Co. Longford",Detached,no,19
396,5,5,389.0,825000,"Lousybush, Kilkenny, Co. Kilkenny",Detached,no,19
397,3,3,114.0,350000,"12 Preston Brook, Rathangan, Co. Kildare",Detached,no,19
398,4,3,120.0,269000,"9 Crozon Park, Sligo, Co. Sligo",Detached,no,19
399,2,2,130.0,180000,"Strand Street, Kanturk, Co. Cork",Detached,no,19
400,3,1,76.0,229000,"14 Crozon Downs, Sligo, Co. Sligo",Bungalow,no,20
401,3,3,102.0,345000,"11 Ardlea Road, Artane, Artane, Dublin 5",Terrace,no,20
402,5,4,,169000,"Orlando House, Bailieborough, Co. Cavan",Semi-D,no,20
403,2,2,66.0,175000,"Apartment 32, John's Gate, Kilkenny, Co. Kilkenny",Apartment,no,20
404,4,3,140.0,340000,"18 Lime Tree Avenue, Kilminchy, Portlaoise, Co. Laois",Detached,no,20
405,4,3,124.0,330000,"61 Uilinn, Moycullen, Co. Galway",Semi-D,no,20
406,4,4,,575000,"Braclyn, The Village, Cheekpoint, Co. Waterford",Detached,no,20
407,4,3,140.0,395000,"19 Old Connell Weir, Newbridge, Co. Kildare",Semi-D,no,20
408,3,3,133.0,240000,"Apartment 206, River Oaks, Ballisodare, Co. Sligo",Apartment,no,20
409,3,3,100.0,295000,"116 Elmgrove, Sallybrook, Glanmire, Co. Cork",Semi-D,no,20
410,5,2,299.0,1400000,"Cranford Hall, Estuary Road, Malahide, Co. Dublin",Detached,no,20
411,4,2,155.0,Price on Application,"Kiltykeary, Edgeworthstown, Co. Longford",Bungalow,no,20
412,4,2,132.0,415000,"2 Avenue Court, Gorey, Co. Wexford",Detached,no,20
413,5,4,228.0,725000,"16 Ardilea, Castlecomer Road, Kilkenny, Co. Kilkenny",Detached,no,20
414,3,2,93.0,149000,"5 Lough View, Lough Gowna, Co. Cavan",Terrace,no,20
415,3,1,111.0,295000,"8 Ashton Grove, Earlscourt, Waterford",Semi-D,no,20
416,2,2,,169000,"39 Rusheen Árd, Caltragh, Sligo, Co. Sligo",Terrace,no,20
417,3,3,,560000,"Belcamp Manor , Balgriffin, Dublin 17",Terrace,yes,20
418,4,3,,Price on Application,"Belcamp Manor , Balgriffin, Dublin 17",Terrace,yes,20
419,3,2,,Price on Application,"Mooretown, Mooretown, Swords, Co. Dublin",Semi-D,yes,20
420,4,2,,Price on Application,"Mooretown, Mooretown, Swords, Co. Dublin",Semi-D,yes,20
421,3,3,,305000,"The Elms, Cois Máigh, Mogeely, Co. Cork",Terrace,yes,20
422,3,3,,320000,"The Elms, Cois Máigh, Mogeely, Co. Cork",Terrace,yes,20
423,4,3,,350000,"The Elms, Cois Máigh, Mogeely, Co. Cork",Semi-D,yes,20
424,4,3,,470000,"Kilbelin Abbey, Newbridge, Newbridge, Co. Kildare",Detached,yes,21
425,4,4,,540000,"Kilbelin Abbey, Newbridge, Newbridge, Co. Kildare",Detached,yes,21
426,4,4,,545000,"Kilbelin Abbey, Newbridge, Newbridge, Co. Kildare",Detached,yes,21
427,3,3,,400000,"Station Walk, Newbridge, Co. Kildare",Semi-D,yes,21
428,3,3,,400000,"Station Walk, Newbridge, Co. Kildare",Terrace,yes,21
429,4,3,,Price on Application,"Station Walk, Newbridge, Co. Kildare",Semi-D,yes,21
430,3,3,,400000,"Station Walk, Newbridge, Co. Kildare",Terrace,yes,21
431,3,3,,400000,"Station Walk, Newbridge, Co. Kildare",Semi-D,yes,21
432,4,3,,Price on Application,"Station Walk, Newbridge, Co. Kildare",Semi-D,yes,21
433,1,1,,Price on Application,"Seamount Rise Apartments, Seamount Drive, Malahide, Co. Dublin",Apartment,yes,21
434,2,1,,Price on Application,"Seamount Rise Apartments, Seamount Drive, Malahide, Co. Dublin",Apartment,yes,21
435,3,2,,Price on Application,"Seamount Rise Apartments, Seamount Drive, Malahide, Co. Dublin",Apartment,yes,21
436,2,2,,400000,"River Walk, Ballymore Eustace, Co. Kildare",Semi-D,yes,21
437,3,3,,420000,"River Walk, Ballymore Eustace, Co. Kildare",Semi-D,yes,21
438,4,3,,515000,"River Walk, Ballymore Eustace, Co. Kildare",Semi-D,yes,21
439,1,1,,Price on Application,"Seamount Rise Apartments, Seamount Drive , Malahide, Co. Dublin",Apartment,yes,21
440,2,2,,Price on Application,"Seamount Rise Apartments, Seamount Drive , Malahide, Co. Dublin",Apartment,yes,21
441,3,2,,Price on Application,"Seamount Rise Apartments, Seamount Drive , Malahide, Co. Dublin",Apartment,yes,21
442,3,3,,325000,"Berry Hill, Castlelyons  , Castlelyons, Co. Cork",Semi-D,yes,21
443,4,3,,420000,"Berry Hill, Castlelyons  , Castlelyons, Co. Cork",Detached,yes,21
444,3,3,,355000,"Baker Hall, Academy Street, Navan, Co. Meath",Terrace,yes,21
445,3,3,,Price on Application,"Baker Hall, Academy Street, Navan, Co. Meath",Semi-D,yes,21
446,4,3,,Price on Application,"Baker Hall, Academy Street, Navan, Co. Meath",Semi-D,yes,21
447,3,3,,560000,"Hawkins Wood, Greystones, Co. Wicklow",Semi-D,yes,21
448,4,3,,680000,"Hawkins Wood, Greystones, Co. Wicklow",Semi-D,yes,21
449,2,2,,Price on Application,"Hawkins Wood, Greystones, Co. Wicklow",Apartment,yes,21
450,3,3,,440000,"William's Grove, Ardclough, Straffan, Co. Kildare",Semi-D,yes,21
451,5,4,,620000,"William's Grove, Ardclough, Straffan, Co. Kildare",Detached,yes,21
452,2,2,,480000,"Strand View & Ulysses Apartments, Strand Road, Bray, Co. Wicklow",Apartment,yes,21
453,1,1,,500000,"Strand View & Ulysses Apartments, Strand Road, Bray, Co. Wicklow",Apartment,yes,21
454,2,2,,675000,"Strand View & Ulysses Apartments, Strand Road, Bray, Co. Wicklow",Apartment,yes,21
455,3,3,,540000,"Archers Wood, Delgany, Co. Wicklow",Terrace,yes,21
456,3,3,,575000,"Archers Wood, Delgany, Co. Wicklow",Semi-D,yes,21
457,4,3,,660000,"Archers Wood, Delgany, Co. Wicklow",Semi-D,yes,21
458,2,2,,615000,"One Springfield Park, Foxrock, Dublin 18",Apartment,yes,21
459,3,2,,755000,"One Springfield Park, Foxrock, Dublin 18",Duplex,yes,21
460,3,3,,Price on Application,"Ushers Glen, Ashford, Co. Wicklow",Terrace,yes,21
461,3,3,,Price on Application,"Ushers Glen, Ashford, Co. Wicklow",End of Terrace,yes,21
462,3,3,,425000,"Graydon, Newcastle, Co. Dublin",Terrace,yes,21
463,3,3,,460000,"Graydon, Newcastle, Co. Dublin",Semi-D,yes,21
464,4,3,,500000,"Graydon, Newcastle, Co. Dublin",Semi-D,yes,21
465,4,4,,565000,"The Mill Tree, Ratoath, Co. Meath. , Ratoath, Co. Meath",Semi-D,yes,21
466,4,4,,595000,"The Mill Tree, Ratoath, Co. Meath. , Ratoath, Co. Meath",Detached,yes,21
467,4,4,,610000,"The Mill Tree, Ratoath, Co. Meath. , Ratoath, Co. Meath",Detached,yes,21
468,3,3,,355000,"Walker's Gate, Kildare, Co. Kildare",Semi-D,yes,21
469,4,3,,395000,"Walker's Gate, Kildare, Co. Kildare",Semi-D,yes,21
470,4,3,,450000,"Riversend, Effernock, Trim, Co. Meath",Detached,yes,21
471,3,3,,320000,"The Hawthorns , Arden Road, Tullamore, Co. Offaly",Terrace,yes,21
472,3,3,,Price on Application,"The Hawthorns , Arden Road, Tullamore, Co. Offaly",Semi-D,yes,21
473,2,3,,Price on Application,"Barnoaks, Citywest, Co. Dublin",Terrace,yes,21
474,3,3,,Price on Application,"Barnoaks, Citywest, Co. Dublin",Terrace,yes,21
475,4,4,,Price on Application,"Barnoaks, Citywest, Co. Dublin",Terrace,yes,21
476,2,3,,350000,"Belin Woods, Athgarvan Road, Kilbelin, Newbridge, Co. Kildare",Terrace,yes,22
477,3,3,,390000,"Belin Woods, Athgarvan Road, Kilbelin, Newbridge, Co. Kildare",Terrace,yes,22
478,3,3,,425000,"Belin Woods, Athgarvan Road, Kilbelin, Newbridge, Co. Kildare",End of Terrace,yes,22
479,3,3,,Price on Application,"CAIRNHILL MEADOWS, Naas Road, Kilcullen, Co. Kildare",Semi-D,yes,22
480,3,3,,Price on Application,"CAIRNHILL MEADOWS, Naas Road, Kilcullen, Co. Kildare",Semi-D,yes,22
481,2,2,,Price on Application,"CAIRNHILL MEADOWS, Naas Road, Kilcullen, Co. Kildare",Semi-D,yes,22
482,4,3,,459000,"Tobair Óráin, Oranhill, Oranmore, Co. Galway",Semi-D,yes,22
483,4,3,,459000,"Tobair Óráin, Oranhill, Oranmore, Co. Galway",Semi-D,yes,22
484,4,3,,459000,"Tobair Óráin, Oranhill, Oranmore, Co. Galway",Semi-D,yes,22
485,4,3,,Price on Application,"9 Sillan, Church Lane, Greystones, Co. Wicklow",Detached,yes,22
486,2,2,,360000,"The Meadows - Duplex/Apartments Coming Soon, Kill, Co. Kildare",Terrace,yes,22
487,3,3,,410000,"The Meadows - Duplex/Apartments Coming Soon, Kill, Co. Kildare",Terrace,yes,22
488,4,3,,499950,"The Meadows - Duplex/Apartments Coming Soon, Kill, Co. Kildare",End of Terrace,yes,22
489,5,4,,Price on Application,"Grey Abbey View, Grey Abbey, Kildare, Co. Kildare",Semi-D,yes,22
490,4,3,,Price on Application,"Grey Abbey View, Grey Abbey, Kildare, Co. Kildare",Semi-D,yes,22
491,3,3,,Price on Application,"Grey Abbey View, Grey Abbey, Kildare, Co. Kildare",Semi-D,yes,22
492,2,2,,400000,"Harpur Lane, Leixlip, Co. Kildare",Terrace,yes,22
493,3,3,,455000,"Harpur Lane, Leixlip, Co. Kildare",Terrace,yes,22
494,3,3,,500000,"Harpur Lane, Leixlip, Co. Kildare",Semi-D,yes,22
495,3,3,,495000,"Linden Demesne, Dunboyne Road, Maynooth, Co. Kildare",Terrace,yes,22
496,4,3,,595000,"Linden Demesne, Dunboyne Road, Maynooth, Co. Kildare",Semi-D,yes,22
497,2,3,,Price on Application,"Linden Demesne, Dunboyne Road, Maynooth, Co. Kildare",Terrace,yes,22
498,3,3,,1175000,"One-Five On Bellevue Avenue, One-Five On Bellevue Avenue, Bellevue Avenue, Dublin 4",Terrace,yes,22
499,3,3,,Price on Application,"Semple  Woods, Hearse Road, Donabate, Co. Dublin",Terrace,yes,22
500,3,3,,Price on Application,"Semple  Woods, Hearse Road, Donabate, Co. Dublin",End of Terrace,yes,22
501,3,3,,Price on Application,"Semple  Woods, Hearse Road, Donabate, Co. Dublin",Semi-D,yes,22
502,2,3,70.0,249000,"20 The Plaza, Headford Road, Galway City, Co. Galway",Apartment,no,22
503,2,3,,375000,"Millerstown , Kilcock, Co. Kildare",Semi-D,yes,22
504,4,3,,525000,"Millerstown , Kilcock, Co. Kildare",Detached,yes,22
505,4,3,,Price on Application,"Mill View Demense, Rathangan, Co. Kildare",Detached,yes,22
506,3,3,,Price on Application,"Mill View Demense, Rathangan, Co. Kildare",Semi-D,yes,22
507,3,3,,Price on Application,"Mill View Demense, Rathangan, Co. Kildare",End of Terrace,yes,22
508,4,3,,395000,"Farnan Wood, Downings North, Prosperous, Co. Kildare",Semi-D,yes,22
509,1,1,,240000,"Oak Church, Kildare, Co. Kildare",Duplex,yes,22
510,3,3,,340000,"Oak Church, Kildare, Co. Kildare",Semi-D,yes,22
511,3,3,,630000,"Domville Development, Domville Development, Cherrywood, Co. Dublin",Semi-D,yes,22
512,4,3,,740000,"Domville Development, Domville Development, Cherrywood, Co. Dublin",Semi-D,yes,22
513,2,2,,297000,"Aughamore, Clane, Co. Kildare",Apartment,yes,22
514,4,2,211.0,485000,"Ballylynan, Ballylynan, Co. Laois",Detached,no,22
515,3,2,,359000,"Listoke Elms, Ballymakenny Road, Drogheda, Co. Louth",Terrace,yes,22
516,3,2,,359000,"Listoke Elms, Ballymakenny Road, Drogheda, Co. Louth",Semi-D,yes,22
517,3,3,,Price on Application,"Causeway Meadows, Roundwood, Co. Wicklow",Terrace,yes,22
518,2,1,,Price on Application,"Causeway Meadows, Roundwood, Co. Wicklow",Apartment,yes,22
519,3,1,102.0,350000,"11 Vartry Heights, Roundwood, Co. Wicklow",Terrace,no,23
520,2,2,,275000,"Radhairc Doire, Shannon, Co. Clare",Semi-D,yes,23
521,3,3,,315000,"Radhairc Doire, Shannon, Co. Clare",Semi-D,yes,23
522,3,3,,365000,"Royal Oaks, Enfield, Co. Meath",Semi-D,yes,23
523,4,3,,450000,"Royal Oaks, Enfield, Co. Meath",Semi-D,yes,23
524,3,2,,Price on Application,"Meadow Haven , Rathnew, Co. Wicklow",Semi-D,yes,23
525,3,2,,Price on Application,"Meadow Haven , Rathnew, Co. Wicklow",Semi-D,yes,23
526,3,3,,Price on Application,"Baile Bhúin , Oldtown , Oldtown, Co. Dublin",Detached,yes,23
527,5,3,,Price on Application,"Baile Bhúin , Oldtown , Oldtown, Co. Dublin",Detached,yes,23
528,3,3,129.0,460000,"An Chrannóg, Ratoath, Co. Meath",Semi-D,no,23
529,8,6,300.0,340000,"Fossabeg, Scarriff, Co. Clare",Detached,no,23
530,3,3,,285000,"Longfield Park, Cashel, Co. Tipperary",Semi-D,yes,23
531,3,2,,340000,"Leighton Manor, Two Mile Borris, Thurles, Twomileborris, Co. Tipperary",Semi-D,yes,23
532,3,2,,365000,"Leighton Manor, Two Mile Borris, Thurles, Twomileborris, Co. Tipperary",Bungalow,yes,23
533,3,2,,310000,"Alchemist Developments Ltd, Chapel Court, Skibbereen, Co. Cork",Semi-D,yes,23
534,3,3,,395000,"Emerald View, Old Mallow Road., Old Mallow Road, Cork City, Co. Cork",Semi-D,yes,23
535,4,3,,495000,"Tinakilly Park, Rathnew, Co. Wicklow",Semi-D,yes,23
536,4,3,,540000,"Tinakilly Park, Rathnew, Co. Wicklow",Semi-D,yes,23
537,3,2,,Price on Application,"Newtown Meadows, Castletroy, Co. Limerick",Terrace,yes,23
538,3,2,,Price on Application,"Newtown Meadows, Castletroy, Co. Limerick",Semi-D,yes,23
539,3,2,87.0,199000,"12 Glasan Village, Ballybane, Co. Galway",Terrace,no,23
540,2,2,,240000,"An Glasan, Greenville Lane, Enniscorthy, Co. Wexford",Semi-D,yes,23
541,3,3,,270900,"An Glasan, Greenville Lane, Enniscorthy, Co. Wexford",Semi-D,yes,23
542,3,1,139.0,Price on Application,"Leabeg Blueball Tullamore, Blue Ball, Co. Offaly",Bungalow,no,23
543,1,1,,260000,"Hillfort, Kill, Co. Kildare",Apartment,yes,23
544,2,2,,375000,"Hillfort, Kill, Co. Kildare",Semi-D,yes,23
545,4,3,,420000,"Curryhills, Prosperous, Co. Kildare",Detached,yes,23
